parent,label,date,lon,lat,confirmed,recovered,deaths
China,Peking (Beijing),2020-01-27,116.414172956705,40.1823809324133,80,2,1
China,Henan,2020-01-27,113.613964115943,33.8820061472366,128,0,1
USA,Illinois,2020-01-27,-88.986137,40.349457,1,0,0
USA,California,2020-01-27,-119.681564,36.116203,2,0,0
China,Hainan,2020-01-27,109.745335576195,19.1958639124575,33,0,1
China,Hubei (Wuhan),2020-01-27,112.270692167452,30.9756403482891,1423,45,76
China,Shandong,2020-01-27,118.149838795037,36.3426714789712,75,0,0
China,Hebei,2020-01-27,114.5149,38.0428,18,0,1
global,Kambodscha,2020-01-27,104.991,12.5657,1,0,0
China,Ningxia,2020-01-27,106.165455205247,37.2692274353319,7,0,0
global,Taiwan,2020-01-27,121,23.7,5,0,0
China,Fujian,2020-01-27,117.987371739429,26.0788658351203,59,0,0
China,Shanghai,2020-01-27,121.449111848821,31.2019853691089,53,3,1
China,Sichuan,2020-01-27,102.710322085654,30.6171383897493,69,0,0
China,Guangxi,2020-01-27,108.78812722508,23.8298403568635,46,0,0
China,Jiangsu,2020-01-27,119.45501030983,32.9710980851278,47,1,0
China,Shaanxi,2020-01-27,108.870143735105,35.1916533064219,35,0,0
China,Jiangxi,2020-01-27,115.722093542185,27.614008270636,72,2,0
global,Thailand,2020-01-27,100.9925,15.87,8,2,0
China,Yunnan,2020-01-27,101.486994477533,24.9740090515417,26,0,0
China,Innere Mongolei,2020-01-27,113.944789458154,44.0935009913267,11,0,0
global,Vietnam,2020-01-27,108.2772,14.0583,2,0,0
global,Japan,2020-01-27,138.2529,36.2048,4,1,0
Deutschland,Bayern,2020-01-27,11.658165,48.768814,1,0,0
China,Anhui,2020-01-27,117.226363790413,31.8257120511073,70,0,0
USA,Washington,2020-01-27,-121.490494,47.400902,1,0,0
Australien,Victoria,2020-01-27,144.9631,-37.8136,1,0,0
global,Südkorea,2020-01-27,127.7669,35.9078,4,0,0
global,Sri Lanka,2020-01-27,80.7718,7.8731,1,0,0
China,Chongqing,2020-01-27,107.87398583171,30.0571758751839,110,0,0
Kanada,Ontario,2020-01-27,-85.3232,51.2538,1,0,0
China,Guizhou,2020-01-27,106.874783781561,26.8153610246946,7,0,0
Australien,New South Wales,2020-01-27,151.2093,-33.8688,4,0,0
China,Xinjiang,2020-01-27,85.240102435218,41.1128513419168,5,0,0
China,Tianjin,2020-01-27,117.322972903268,39.3053612117002,23,0,0
global,Singapur,2020-01-27,103.8198,1.3521,5,0,0
China,Hunan,2020-01-27,111.708835644484,27.6104072903766,100,0,0
China,Shanxi,2020-01-27,112.292191181538,37.5776849568384,13,0,0
China,Heilongjiang,2020-01-27,127.761544149451,47.8619962256745,21,0,1
China,Gansu,2020-01-27,103.8343,36.0611,14,0,0
China,Zhejiang,2020-01-27,120.093412774886,29.1831892798285,128,1,0
China,Hong Kong,2020-01-27,114.2,22.3,8,0,0
China,Jilin,2020-01-27,126.192329763813,43.6661021395126,6,0,0
global,Frankreich,2020-01-27,2.2137,46.2276,3,0,0
global,Malaysia,2020-01-27,101.9758,4.2105,4,0,0
China,Qinghai,2020-01-27,95.9955784711286,35.7452031801411,6,0,0
USA,Arizona,2020-01-27,-111.431221,33.729759,1,0,0
China,Macau,2020-01-27,113.55,22.166667,6,0,0
China,Liaoning,2020-01-27,122.60854186375,41.2956478642686,27,0,0
China,Guangdong,2020-01-27,113.424401710676,23.3417337092088,151,4,0
global,Nepal,2020-01-27,84.124,28.3949,1,0,0
USA,Arizona,2020-01-28,-111.431221,33.729759,1,0,0
USA,Illinois,2020-01-28,-88.986137,40.349457,1,0,0
USA,California,2020-01-28,-119.681564,36.116203,2,0,0
Kanada,Ontario,2020-01-28,-85.3232,51.2538,1,0,0
USA,Washington,2020-01-28,-121.490494,47.400902,1,0,0
global,Südkorea,2020-01-28,127.7669,35.9078,4,0,0
China,Shaanxi,2020-01-28,108.870143735105,35.1916533064219,46,0,0
China,Hainan,2020-01-28,109.745335576195,19.1958639124575,40,0,1
China,Jiangsu,2020-01-28,119.45501030983,32.9710980851278,70,1,0
global,Taiwan,2020-01-28,121,23.7,8,0,0
China,Hubei (Wuhan),2020-01-28,112.270692167452,30.9756403482891,3554,80,125
China,Shanghai,2020-01-28,121.449111848821,31.2019853691089,66,4,1
China,Guizhou,2020-01-28,106.874783781561,26.8153610246946,9,0,0
Australien,New South Wales,2020-01-28,151.2093,-33.8688,4,0,0
China,Yunnan,2020-01-28,101.486994477533,24.9740090515417,44,0,0
China,Xinjiang,2020-01-28,85.240102435218,41.1128513419168,10,0,0
China,Innere Mongolei,2020-01-28,113.944789458154,44.0935009913267,15,0,0
China,Hebei,2020-01-28,114.5149,38.0428,33,0,1
China,Fujian,2020-01-28,117.987371739429,26.0788658351203,80,0,0
global,Singapur,2020-01-28,103.8198,1.3521,7,0,0
China,Tianjin,2020-01-28,117.322972903268,39.3053612117002,24,0,0
China,Hunan,2020-01-28,111.708835644484,27.6104072903766,143,0,0
global,Kambodscha,2020-01-28,104.991,12.5657,1,0,0
global,Japan,2020-01-28,138.2529,36.2048,7,1,0
China,Shanxi,2020-01-28,112.292191181538,37.5776849568384,27,0,0
China,Heilongjiang,2020-01-28,127.761544149451,47.8619962256745,33,0,1
Kanada,British Columbia,2020-01-28,-127.6476,53.7267,1,0,0
Deutschland,Bayern,2020-01-28,11.658165,48.768814,4,0,0
China,Gansu,2020-01-28,103.8343,36.0611,19,0,0
China,Zhejiang,2020-01-28,120.093412774886,29.1831892798285,173,3,0
China,Anhui,2020-01-28,117.226363790413,31.8257120511073,106,0,0
China,Ningxia,2020-01-28,106.165455205247,37.2692274353319,11,0,0
China,Jilin,2020-01-28,126.192329763813,43.6661021395126,8,0,0
China,Peking (Beijing),2020-01-28,116.414172956705,40.1823809324133,91,4,1
global,Vietnam,2020-01-28,108.2772,14.0583,2,0,0
global,Frankreich,2020-01-28,2.2137,46.2276,4,0,0
China,Hong Kong,2020-01-28,114.2,22.3,8,0,0
global,Malaysia,2020-01-28,101.9758,4.2105,4,0,0
China,Guangxi,2020-01-28,108.78812722508,23.8298403568635,51,2,0
Australien,Victoria,2020-01-28,144.9631,-37.8136,1,0,0
China,Jiangxi,2020-01-28,115.722093542185,27.614008270636,109,3,0
China,Qinghai,2020-01-28,95.9955784711286,35.7452031801411,6,0,0
China,Henan,2020-01-28,113.613964115943,33.8820061472366,168,0,1
global,Thailand,2020-01-28,100.9925,15.87,14,5,0
China,Macau,2020-01-28,113.55,22.166667,7,0,0
China,Sichuan,2020-01-28,102.710322085654,30.6171383897493,90,0,0
global,Sri Lanka,2020-01-28,80.7718,7.8731,1,0,0
China,Chongqing,2020-01-28,107.87398583171,30.0571758751839,132,0,0
China,Guangdong,2020-01-28,113.424401710676,23.3417337092088,207,4,0
China,Shandong,2020-01-28,118.149838795037,36.3426714789712,95,0,0
global,Nepal,2020-01-28,84.124,28.3949,1,0,0
China,Liaoning,2020-01-28,122.60854186375,41.2956478642686,34,0,0
China,Shaanxi,2020-01-29,108.870143735105,35.1916533064219,56,0,0
USA,Illinois,2020-01-29,-88.986137,40.349457,1,0,0
USA,Washington,2020-01-29,-121.490494,47.400902,1,0,0
USA,California,2020-01-29,-119.681564,36.116203,2,0,0
USA,Arizona,2020-01-29,-111.431221,33.729759,1,0,0
China,Gansu,2020-01-29,103.8343,36.0611,24,0,0
global,Thailand,2020-01-29,100.9925,15.87,14,5,0
China,Shandong,2020-01-29,118.149838795037,36.3426714789712,130,1,0
China,Liaoning,2020-01-29,122.60854186375,41.2956478642686,39,1,0
global,Nepal,2020-01-29,84.124,28.3949,1,0,0
China,Sichuan,2020-01-29,102.710322085654,30.6171383897493,108,1,1
global,Sri Lanka,2020-01-29,80.7718,7.8731,1,0,0
China,Hebei,2020-01-29,114.5149,38.0428,48,0,1
China,Guangdong,2020-01-29,113.424401710676,23.3417337092088,277,5,0
global,Kambodscha,2020-01-29,104.991,12.5657,1,0,0
China,Macau,2020-01-29,113.55,22.166667,7,0,0
China,Ningxia,2020-01-29,106.165455205247,37.2692274353319,12,0,0
China,Hubei (Wuhan),2020-01-29,112.270692167452,30.9756403482891,3554,88,125
China,Qinghai,2020-01-29,95.9955784711286,35.7452031801411,6,0,0
China,Henan,2020-01-29,113.613964115943,33.8820061472366,206,1,2
China,Fujian,2020-01-29,117.987371739429,26.0788658351203,84,0,0
global,Vereinigte Arabische Emirate,2020-01-29,53.8478,23.4241,4,0,0
global,Taiwan,2020-01-29,121,23.7,8,0,0
global,Malaysia,2020-01-29,101.9758,4.2105,7,0,0
China,Guangxi,2020-01-29,108.78812722508,23.8298403568635,58,2,0
China,Jiangxi,2020-01-29,115.722093542185,27.614008270636,109,3,0
China,Hong Kong,2020-01-29,114.2,22.3,10,0,0
global,Frankreich,2020-01-29,2.2137,46.2276,5,0,0
China,Jilin,2020-01-29,126.192329763813,43.6661021395126,9,0,0
China,Jiangsu,2020-01-29,119.45501030983,32.9710980851278,99,1,0
China,Shanghai,2020-01-29,121.449111848821,31.2019853691089,96,5,1
Australien,Queensland,2020-01-29,153.4,-28.0167,1,0,0
China,Zhejiang,2020-01-29,120.093412774886,29.1831892798285,296,3,0
China,Innere Mongolei,2020-01-29,113.944789458154,44.0935009913267,16,0,0
China,Yunnan,2020-01-29,101.486994477533,24.9740090515417,55,0,0
global,Japan,2020-01-29,138.2529,36.2048,7,1,0
Kanada,British Columbia,2020-01-29,-127.6476,53.7267,1,0,0
Deutschland,Bayern,2020-01-29,11.658165,48.768814,4,0,0
China,Heilongjiang,2020-01-29,127.761544149451,47.8619962256745,38,0,1
China,Anhui,2020-01-29,117.226363790413,31.8257120511073,152,2,0
China,Shanxi,2020-01-29,112.292191181538,37.5776849568384,27,1,0
Kanada,Ontario,2020-01-29,-85.3232,51.2538,1,0,0
China,Peking (Beijing),2020-01-29,116.414172956705,40.1823809324133,111,4,1
global,Vietnam,2020-01-29,108.2772,14.0583,2,0,0
Australien,Victoria,2020-01-29,144.9631,-37.8136,1,0,0
China,Hunan,2020-01-29,111.708835644484,27.6104072903766,221,0,0
China,Chongqing,2020-01-29,107.87398583171,30.0571758751839,147,1,0
global,Südkorea,2020-01-29,127.7669,35.9078,4,0,0
China,Tianjin,2020-01-29,117.322972903268,39.3053612117002,27,0,0
global,Singapur,2020-01-29,103.8198,1.3521,7,0,0
China,Hainan,2020-01-29,109.745335576195,19.1958639124575,43,0,1
China,Xinjiang,2020-01-29,85.240102435218,41.1128513419168,13,0,0
Australien,New South Wales,2020-01-29,151.2093,-33.8688,4,0,0
global,Finnland,2020-01-29,25.7482,61.9241,1,0,0
China,Guizhou,2020-01-29,106.874783781561,26.8153610246946,9,1,0
global,Finnland,2020-01-30,25.7482,61.9241,1,0,0
USA,Illinois,2020-01-30,-88.986137,40.349457,1,0,0
USA,Washington,2020-01-30,-121.490494,47.400902,1,0,0
USA,California,2020-01-30,-119.681564,36.116203,2,0,0
China,Hubei (Wuhan),2020-01-30,112.270692167452,30.9756403482891,4903,90,162
China,Shaanxi,2020-01-30,108.870143735105,35.1916533064219,63,0,0
China,Guizhou,2020-01-30,106.874783781561,26.8153610246946,12,1,0
USA,Arizona,2020-01-30,-111.431221,33.729759,1,0,0
China,Qinghai,2020-01-30,95.9955784711286,35.7452031801411,8,0,0
China,Gansu,2020-01-30,103.8343,36.0611,26,0,0
global,Indien,2020-01-30,78.9629,20.5937,1,0,0
Australien,Queensland,2020-01-30,153.4,-28.0167,3,0,0
China,Shanghai,2020-01-30,121.449111848821,31.2019853691089,112,5,1
China,Henan,2020-01-30,113.613964115943,33.8820061472366,278,2,2
China,Zhejiang,2020-01-30,120.093412774886,29.1831892798285,428,4,0
China,Jiangsu,2020-01-30,119.45501030983,32.9710980851278,129,1,0
China,Innere Mongolei,2020-01-30,113.944789458154,44.0935009913267,19,0,0
global,Philippinen,2020-01-30,121.774,12.8797,1,0,0
China,Fujian,2020-01-30,117.987371739429,26.0788658351203,101,0,0
China,Yunnan,2020-01-30,101.486994477533,24.9740090515417,70,0,0
Kanada,Ontario,2020-01-30,-85.3232,51.2538,1,0,0
global,Vereinigte Arabische Emirate,2020-01-30,53.8478,23.4241,4,0,0
global,Japan,2020-01-30,138.2529,36.2048,11,1,0
China,Guangdong,2020-01-30,113.424401710676,23.3417337092088,354,10,0
Kanada,British Columbia,2020-01-30,-127.6476,53.7267,1,0,0
China,Hebei,2020-01-30,114.5149,38.0428,65,0,1
China,Anhui,2020-01-30,117.226363790413,31.8257120511073,200,2,0
global,Taiwan,2020-01-30,121,23.7,9,0,0
China,Heilongjiang,2020-01-30,127.761544149451,47.8619962256745,44,0,2
global,Sri Lanka,2020-01-30,80.7718,7.8731,1,0,0
China,Peking (Beijing),2020-01-30,116.414172956705,40.1823809324133,114,4,1
China,Shanxi,2020-01-30,112.292191181538,37.5776849568384,35,1,0
global,Malaysia,2020-01-30,101.9758,4.2105,8,0,0
global,Kambodscha,2020-01-30,104.991,12.5657,1,0,0
China,Guangxi,2020-01-30,108.78812722508,23.8298403568635,78,2,0
global,Frankreich,2020-01-30,2.2137,46.2276,5,0,0
China,Jiangxi,2020-01-30,115.722093542185,27.614008270636,162,5,0
global,Vietnam,2020-01-30,108.2772,14.0583,2,0,0
Australien,Victoria,2020-01-30,144.9631,-37.8136,2,0,0
China,Liaoning,2020-01-30,122.60854186375,41.2956478642686,41,1,0
global,Singapur,2020-01-30,103.8198,1.3521,10,0,0
China,Hong Kong,2020-01-30,114.2,22.3,10,0,0
China,Hunan,2020-01-30,111.708835644484,27.6104072903766,277,2,0
Deutschland,Bayern,2020-01-30,11.658165,48.768814,5,0,0
China,Chongqing,2020-01-30,107.87398583171,30.0571758751839,182,1,0
China,Sichuan,2020-01-30,102.710322085654,30.6171383897493,142,1,1
China,Macau,2020-01-30,113.55,22.166667,7,0,0
China,Tianjin,2020-01-30,117.322972903268,39.3053612117002,31,0,0
China,Ningxia,2020-01-30,106.165455205247,37.2692274353319,17,0,0
China,Jilin,2020-01-30,126.192329763813,43.6661021395126,14,1,0
global,Südkorea,2020-01-30,127.7669,35.9078,4,0,0
global,Nepal,2020-01-30,84.124,28.3949,1,0,0
China,Hainan,2020-01-30,109.745335576195,19.1958639124575,46,1,1
global,Thailand,2020-01-30,100.9925,15.87,14,5,0
China,Shandong,2020-01-30,118.149838795037,36.3426714789712,158,1,0
China,Xinjiang,2020-01-30,85.240102435218,41.1128513419168,14,0,0
China,Tibet,2020-01-30,88.0924318966888,31.6927165373017,1,0,0
Australien,New South Wales,2020-01-30,151.2093,-33.8688,4,2,0
global,Vietnam,2020-01-31,108.2772,14.0583,2,0,0
USA,Illinois,2020-01-31,-88.986137,40.349457,2,0,0
USA,Washington,2020-01-31,-121.490494,47.400902,1,0,0
USA,Arizona,2020-01-31,-111.431221,33.729759,1,0,0
China,Xinjiang,2020-01-31,85.240102435218,41.1128513419168,17,0,0
global,Großbritannien,2020-01-31,-3.436,55.3781,2,0,0
global,Südkorea,2020-01-31,127.7669,35.9078,11,0,0
China,Guizhou,2020-01-31,106.874783781561,26.8153610246946,29,2,0
China,Shanghai,2020-01-31,121.449111848821,31.2019853691089,135,9,1
China,Sichuan,2020-01-31,102.710322085654,30.6171383897493,177,1,1
global,Finnland,2020-01-31,25.7482,61.9241,1,0,0
global,Nepal,2020-01-31,84.124,28.3949,1,0,0
China,Shandong,2020-01-31,118.149838795037,36.3426714789712,184,2,0
Australien,New South Wales,2020-01-31,151.2093,-33.8688,4,2,0
global,Philippinen,2020-01-31,121.774,12.8797,1,0,0
China,Liaoning,2020-01-31,122.60854186375,41.2956478642686,48,1,0
China,Ningxia,2020-01-31,106.165455205247,37.2692274353319,21,0,0
China,Hainan,2020-01-31,109.745335576195,19.1958639124575,52,1,1
China,Qinghai,2020-01-31,95.9955784711286,35.7452031801411,8,0,0
China,Guangdong,2020-01-31,113.424401710676,23.3417337092088,436,11,0
global,Russland,2020-01-31,105.3188,61.524,2,0,0
China,Tianjin,2020-01-31,117.322972903268,39.3053612117002,32,0,0
China,Hebei,2020-01-31,114.5149,38.0428,82,0,1
global,Sri Lanka,2020-01-31,80.7718,7.8731,1,0,0
China,Chongqing,2020-01-31,107.87398583171,30.0571758751839,211,1,0
global,Schweden,2020-01-31,18.6435,60.1282,1,0,0
global,Kambodscha,2020-01-31,104.991,12.5657,1,0,0
global,Indien,2020-01-31,78.9629,20.5937,1,0,0
Deutschland,Bayern,2020-01-31,11.658165,48.768814,7,0,0
China,Hunan,2020-01-31,111.708835644484,27.6104072903766,332,2,0
China,Macau,2020-01-31,113.55,22.166667,7,0,0
USA,California,2020-01-31,-119.681564,36.116203,3,0,0
global,Singapur,2020-01-31,103.8198,1.3521,13,0,0
global,Vereinigte Arabische Emirate,2020-01-31,53.8478,23.4241,4,0,0
Australien,Victoria,2020-01-31,144.9631,-37.8136,3,0,0
China,Hubei (Wuhan),2020-01-31,112.270692167452,30.9756403482891,5806,141,204
global,Italien,2020-01-31,12.5674,41.8719,2,0,0
China,Heilongjiang,2020-01-31,127.761544149451,47.8619962256745,59,0,2
China,Henan,2020-01-31,113.613964115943,33.8820061472366,352,3,2
China,Fujian,2020-01-31,117.987371739429,26.0788658351203,120,0,0
global,Frankreich,2020-01-31,2.2137,46.2276,5,0,0
global,Malaysia,2020-01-31,101.9758,4.2105,8,0,0
China,Shanxi,2020-01-31,112.292191181538,37.5776849568384,39,1,0
China,Peking (Beijing),2020-01-31,116.414172956705,40.1823809324133,139,5,1
China,Guangxi,2020-01-31,108.78812722508,23.8298403568635,87,2,0
global,Japan,2020-01-31,138.2529,36.2048,15,1,0
China,Jiangxi,2020-01-31,115.722093542185,27.614008270636,240,7,0
China,Hong Kong,2020-01-31,114.2,22.3,12,0,0
China,Anhui,2020-01-31,117.226363790413,31.8257120511073,237,3,0
global,Taiwan,2020-01-31,121,23.7,10,0,0
China,Gansu,2020-01-31,103.8343,36.0611,29,0,0
Kanada,British Columbia,2020-01-31,-127.6476,53.7267,1,0,0
global,Thailand,2020-01-31,100.9925,15.87,19,5,0
China,Tibet,2020-01-31,88.0924318966888,31.6927165373017,1,0,0
China,Yunnan,2020-01-31,101.486994477533,24.9740090515417,83,1,0
Kanada,Ontario,2020-01-31,-85.3232,51.2538,3,0,0
China,Shaanxi,2020-01-31,108.870143735105,35.1916533064219,87,0,0
Australien,Queensland,2020-01-31,153.4,-28.0167,2,0,0
China,Innere Mongolei,2020-01-31,113.944789458154,44.0935009913267,20,1,0
China,Jiangsu,2020-01-31,119.45501030983,32.9710980851278,168,5,0
China,Zhejiang,2020-01-31,120.093412774886,29.1831892798285,538,14,0
China,Jilin,2020-01-31,126.192329763813,43.6661021395126,14,1,0
global,Vereinigte Arabische Emirate,2020-02-01,53.8478,23.4241,4,0,0
global,Nepal,2020-02-01,84.124,28.3949,1,0,0
global,Thailand,2020-02-01,100.9925,15.87,19,5,0
China,Shandong,2020-02-01,118.149838795037,36.3426714789712,206,3,0
Australien,New South Wales,2020-02-01,151.2093,-33.8688,4,2,0
China,Sichuan,2020-02-01,102.710322085654,30.6171383897493,207,3,1
USA,California,2020-02-01,-119.681564,36.116203,3,0,0
China,Guangdong,2020-02-01,113.424401710676,23.3417337092088,535,14,0
China,Hunan,2020-02-01,111.708835644484,27.6104072903766,389,8,0
global,Kambodscha,2020-02-01,104.991,12.5657,1,0,0
global,Schweden,2020-02-01,18.6435,60.1282,1,0,0
Deutschland,Bayern,2020-02-01,11.658165,48.768814,8,0,0
USA,Massachusetts,2020-02-01,-71.530106,42.230171,1,0,0
China,Liaoning,2020-02-01,122.60854186375,41.2956478642686,64,1,0
global,Philippinen,2020-02-01,121.774,12.8797,1,0,0
China,Guizhou,2020-02-01,106.874783781561,26.8153610246946,29,2,0
Australien,South Australia,2020-02-01,138.6007,-34.9285,1,0,0
China,Qinghai,2020-02-01,95.9955784711286,35.7452031801411,9,0,0
global,Finnland,2020-02-01,25.7482,61.9241,1,0,0
USA,Illinois,2020-02-01,-88.986137,40.349457,2,0,0
global,Italien,2020-02-01,12.5674,41.8719,2,0,0
global,Südkorea,2020-02-01,127.7669,35.9078,12,0,0
global,Großbritannien,2020-02-01,-3.436,55.3781,2,0,0
China,Shanghai,2020-02-01,121.449111848821,31.2019853691089,169,10,1
USA,Washington,2020-02-01,-121.490494,47.400902,1,0,0
China,Ningxia,2020-02-01,106.165455205247,37.2692274353319,26,0,0
China,Hainan,2020-02-01,109.745335576195,19.1958639124575,62,1,1
China,Heilongjiang,2020-02-01,127.761544149451,47.8619962256745,80,2,2
China,Tianjin,2020-02-01,117.322972903268,39.3053612117002,41,0,0
China,Hebei,2020-02-01,114.5149,38.0428,96,0,1
China,Innere Mongolei,2020-02-01,113.944789458154,44.0935009913267,23,1,0
China,Xinjiang,2020-02-01,85.240102435218,41.1128513419168,18,0,0
China,Zhejiang,2020-02-01,120.093412774886,29.1831892798285,599,21,0
Australien,Queensland,2020-02-01,153.4,-28.0167,3,0,0
China,Tibet,2020-02-01,88.0924318966888,31.6927165373017,1,0,0
China,Shaanxi,2020-02-01,108.870143735105,35.1916533064219,101,0,0
Kanada,Ontario,2020-02-01,-85.3232,51.2538,3,0,0
global,Russland,2020-02-01,105.3188,61.524,2,0,0
China,Yunnan,2020-02-01,101.486994477533,24.9740090515417,93,2,0
China,Gansu,2020-02-01,103.8343,36.0611,40,0,0
China,Jiangsu,2020-02-01,119.45501030983,32.9710980851278,202,6,0
China,Peking (Beijing),2020-02-01,116.414172956705,40.1823809324133,168,9,1
China,Guangxi,2020-02-01,108.78812722508,23.8298403568635,100,2,0
global,Taiwan,2020-02-01,121,23.7,10,0,0
China,Anhui,2020-02-01,117.226363790413,31.8257120511073,297,5,0
Kanada,British Columbia,2020-02-01,-127.6476,53.7267,1,0,0
China,Hong Kong,2020-02-01,114.2,22.3,13,0,0
China,Shanxi,2020-02-01,112.292191181538,37.5776849568384,47,1,0
China,Jiangxi,2020-02-01,115.722093542185,27.614008270636,286,9,0
global,Spanien,2020-02-01,-3.7492,40.4637,1,0,0
global,Japan,2020-02-01,138.2529,36.2048,20,1,0
global,Malaysia,2020-02-01,101.9758,4.2105,8,0,0
global,Singapur,2020-02-01,103.8198,1.3521,16,0,0
China,Chongqing,2020-02-01,107.87398583171,30.0571758751839,247,3,1
global,Frankreich,2020-02-01,2.2137,46.2276,6,0,0
China,Hubei (Wuhan),2020-02-01,112.270692167452,30.9756403482891,7153,168,249
China,Fujian,2020-02-01,117.987371739429,26.0788658351203,144,0,0
China,Henan,2020-02-01,113.613964115943,33.8820061472366,422,3,2
Australien,Victoria,2020-02-01,144.9631,-37.8136,4,0,0
China,Jilin,2020-02-01,126.192329763813,43.6661021395126,17,1,0
USA,Arizona,2020-02-01,-111.431221,33.729759,1,0,0
global,Sri Lanka,2020-02-01,80.7718,7.8731,1,0,0
China,Macau,2020-02-01,113.55,22.166667,7,0,0
global,Vietnam,2020-02-01,108.2772,14.0583,6,1,0
global,Indien,2020-02-01,78.9629,20.5937,1,0,0
global,Sri Lanka,2020-02-02,80.7718,7.8731,1,0,0
global,Malaysia,2020-02-02,101.9758,4.2105,8,0,0
USA,Washington,2020-02-02,-121.490494,47.400902,1,0,0
USA,Massachusetts,2020-02-02,-71.530106,42.230171,1,0,0
USA,Arizona,2020-02-02,-111.431221,33.729759,1,0,0
USA,Illinois,2020-02-02,-88.986137,40.349457,2,0,0
China,Heilongjiang,2020-02-02,127.761544149451,47.8619962256745,95,2,2
China,Chongqing,2020-02-02,107.87398583171,30.0571758751839,300,7,2
China,Guangxi,2020-02-02,108.78812722508,23.8298403568635,111,2,0
China,Guizhou,2020-02-02,106.874783781561,26.8153610246946,38,2,0
China,Shanxi,2020-02-02,112.292191181538,37.5776849568384,66,3,0
China,Hong Kong,2020-02-02,114.2,22.3,15,0,0
global,Russland,2020-02-02,105.3188,61.524,2,0,0
Australien,Victoria,2020-02-02,144.9631,-37.8136,4,0,0
global,Schweden,2020-02-02,18.6435,60.1282,1,0,0
global,Frankreich,2020-02-02,2.2137,46.2276,6,0,0
China,Jiangxi,2020-02-02,115.722093542185,27.614008270636,333,12,0
China,Peking (Beijing),2020-02-02,116.414172956705,40.1823809324133,191,9,1
global,Nepal,2020-02-02,84.124,28.3949,1,0,0
China,Xinjiang,2020-02-02,85.240102435218,41.1128513419168,21,0,0
Kanada,British Columbia,2020-02-02,-127.6476,53.7267,1,0,0
Australien,New South Wales,2020-02-02,151.2093,-33.8688,4,2,0
global,Finnland,2020-02-02,25.7482,61.9241,1,0,0
global,Spanien,2020-02-02,-3.7492,40.4637,1,0,0
global,Philippinen,2020-02-02,121.774,12.8797,2,0,1
China,Fujian,2020-02-02,117.987371739429,26.0788658351203,159,0,0
China,Macau,2020-02-02,113.55,22.166667,8,0,0
global,Indien,2020-02-02,78.9629,20.5937,2,0,0
global,Vereinigte Arabische Emirate,2020-02-02,53.8478,23.4241,5,0,0
China,Yunnan,2020-02-02,101.486994477533,24.9740090515417,105,3,0
China,Gansu,2020-02-02,103.8343,36.0611,51,3,0
China,Ningxia,2020-02-02,106.165455205247,37.2692274353319,28,0,0
Kanada,Ontario,2020-02-02,-85.3232,51.2538,3,0,0
USA,California,2020-02-02,-119.681564,36.116203,3,0,0
China,Liaoning,2020-02-02,122.60854186375,41.2956478642686,70,1,0
China,Jilin,2020-02-02,126.192329763813,43.6661021395126,23,1,0
China,Innere Mongolei,2020-02-02,113.944789458154,44.0935009913267,27,1,0
China,Anhui,2020-02-02,117.226363790413,31.8257120511073,340,7,0
China,Jiangsu,2020-02-02,119.45501030983,32.9710980851278,236,7,0
China,Tibet,2020-02-02,88.0924318966888,31.6927165373017,1,0,0
global,Kambodscha,2020-02-02,104.991,12.5657,1,0,0
China,Hainan,2020-02-02,109.745335576195,19.1958639124575,64,4,1
China,Hubei (Wuhan),2020-02-02,112.270692167452,30.9756403482891,11177,295,350
China,Hebei,2020-02-02,114.5149,38.0428,104,3,1
global,Italien,2020-02-02,12.5674,41.8719,2,0,0
China,Tianjin,2020-02-02,117.322972903268,39.3053612117002,48,1,0
China,Qinghai,2020-02-02,95.9955784711286,35.7452031801411,11,0,0
China,Henan,2020-02-02,113.613964115943,33.8820061472366,493,10,2
global,Taiwan,2020-02-02,121,23.7,10,0,0
global,Südkorea,2020-02-02,127.7669,35.9078,15,0,0
global,Vietnam,2020-02-02,108.2772,14.0583,6,1,0
Australien,South Australia,2020-02-02,138.6007,-34.9285,2,0,0
global,Thailand,2020-02-02,100.9925,15.87,19,5,0
China,Shaanxi,2020-02-02,108.870143735105,35.1916533064219,116,0,0
China,Hunan,2020-02-02,111.708835644484,27.6104072903766,463,16,0
global,Singapur,2020-02-02,103.8198,1.3521,18,0,0
China,Zhejiang,2020-02-02,120.093412774886,29.1831892798285,661,32,0
global,Japan,2020-02-02,138.2529,36.2048,20,1,0
China,Shandong,2020-02-02,118.149838795037,36.3426714789712,230,6,0
Australien,Queensland,2020-02-02,153.4,-28.0167,2,0,0
China,Guangdong,2020-02-02,113.424401710676,23.3417337092088,632,15,0
Deutschland,Repatriierte,2020-02-02,null,null,2,0,0
China,Shanghai,2020-02-02,121.449111848821,31.2019853691089,182,10,1
global,Großbritannien,2020-02-02,-3.436,55.3781,2,0,0
Deutschland,Bayern,2020-02-02,11.658165,48.768814,8,0,0
China,Sichuan,2020-02-02,102.710322085654,30.6171383897493,231,11,1
USA,California,2020-02-03,-119.681564,36.116203,6,0,0
USA,Washington,2020-02-03,-121.490494,47.400902,1,0,0
USA,Arizona,2020-02-03,-111.431221,33.729759,1,0,0
China,Xinjiang,2020-02-03,85.240102435218,41.1128513419168,24,0,0
USA,Illinois,2020-02-03,-88.986137,40.349457,2,0,0
USA,Massachusetts,2020-02-03,-71.530106,42.230171,1,0,0
